Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned_encoded
47.0,0,167.0,64.0,32.58,0,25.0,63.0,2,1,5.7,1.7,4.0,2
41.77,0,165.54,88.0,32.83,0,43.0,89.0,0,2,8.0,2.2,4.0,2
40.0,0,173.0,97.0,31.02,2,69.0,71.0,1,2,5.9,2.4,6.0,1
31.0,1,165.54,85.13,21.99,2,71.0,98.0,1,1,7.6,3.0,3.0,2
38.0,1,159.0,98.0,20.24,0,72.2,85.0,1,0,5.1,0.6,2.0,2
64.0,0,165.54,111.0,27.55,0,119.0,71.0,0,2,4.4,1.84,1.0,2
35.0,1,165.54,113.0,21.93,2,114.0,80.0,1,0,7.7,1.5,5.0,0
45.0,0,155.0,93.0,29.11,2,91.0,99.0,0,2,8.7,1.5,6.0,0
41.77,0,150.0,88.0,30.62,0,88.0,116.0,2,2,7.3,1.7,1.0,0
25.0,1,167.0,78.0,31.96,2,55.0,80.0,2,1,5.9,2.8,1.0,2
58.0,0,167.0,78.0,27.54,2,48.0,72.0,1,0,7.2,0.7,2.0,2
41.77,0,166.0,82.0,24.33,2,51.0,66.0,2,2,7.2,1.0,4.0,2
38.0,0,155.0,96.0,42.57,2,24.0,96.0,0,2,4.5,1.5,2.0,2
62.0,0,165.0,117.0,27.55,2,72.2,76.0,2,2,5.9,1.6,6.0,2
59.0,0,165.54,52.0,27.88,2,27.0,70.0,2,2,4.7,1.2,2.0,2
34.0,0,165.54,62.0,28.16,2,78.0,61.0,2,2,8.7,2.5,3.0,2
31.0,0,165.0,81.0,34.33,0,31.0,88.0,2,2,6.2,2.2,4.0,2
22.0,0,178.0,99.0,20.7,2,76.0,73.0,2,2,8.7,1.8,3.62,2
28.0,0,177.0,76.0,25.18,2,74.0,85.0,2,1,6.9,2.1,9.5,2
46.0,0,173.0,100.0,28.54,0,25.0,72.0,2,2,6.7,2.3,5.0,2
20.0,0,165.54,80.0,27.55,0,82.0,92.0,2,2,6.8,1.4,2.0,0
46.0,0,171.0,110.0,30.25,2,72.2,85.0,1,0,6.0,0.7,3.0,2
64.0,0,167.0,75.0,23.98,0,26.0,88.0,2,0,5.9,3.0,6.0,2
22.0,1,158.0,104.0,23.61,2,69.0,68.0,0,1,8.2,1.4,3.62,2
60.0,0,170.0,82.0,30.31,0,86.0,87.0,2,1,6.6,2.9,1.0,2
18.0,0,165.0,110.0,27.03,2,119.0,73.0,2,2,8.1,2.2,2.0,0
53.0,0,161.0,79.0,27.55,2,110.0,91.0,1,2,8.3,2.1,5.0,1
39.0,0,172.0,76.0,24.37,1,64.0,69.0,1,2,6.4,1.9,3.62,2
30.0,0,165.54,94.0,33.08,2,60.0,85.0,2,2,4.2,2.6,4.0,2
27.0,1,152.0,88.0,28.65,2,89.0,77.0,2,1,4.1,1.0,5.0,2
41.77,0,164.0,112.0,31.02,0,31.0,69.0,2,2,8.6,1.84,5.0,2
36.0,0,150.0,83.0,24.81,2,23.0,86.0,2,0,4.6,1.1,3.0,2
39.0,0,159.0,74.0,25.39,2,72.2,92.0,2,1,5.5,4.2,5.0,2
44.0,0,157.0,75.0,30.5,0,79.0,80.0,0,2,7.2,2.0,3.0,2
23.0,0,159.0,85.13,26.62,2,90.0,75.0,2,2,9.0,0.8,3.0,1
27.0,0,166.0,85.13,30.07,2,54.0,91.0,2,2,8.7,1.9,3.0,2
61.0,1,172.0,81.0,27.55,0,87.0,83.0,2,2,4.8,1.7,4.0,2
42.0,1,157.0,72.0,22.49,2,108.0,82.0,0,2,6.6,1.84,4.0,0
35.0,0,173.0,61.0,21.02,2,50.0,91.0,2,2,8.7,1.1,1.0,0
64.0,1,156.0,57.0,42.57,2,55.0,99.0,2,2,8.8,0.9,4.0,2
62.0,1,160.0,85.13,20.03,2,118.0,88.0,2,2,6.1,1.9,5.0,0
41.77,0,167.0,64.0,20.12,0,86.0,60.0,2,2,6.3,2.8,2.0,1
36.0,0,175.0,86.0,19.55,1,56.0,64.0,1,2,5.7,0.9,6.0,0
36.0,0,175.0,92.0,30.53,2,72.2,89.0,2,2,5.8,1.1,1.0,2
25.0,0,173.0,150.5,28.62,1,117.0,116.0,1,2,7.5,2.6,4.0,0
61.0,0,156.0,66.0,27.54,2,41.0,80.0,2,0,5.4,1.84,3.0,2
32.0,1,170.0,85.13,24.47,2,75.0,80.0,2,0,4.5,2.8,6.0,2
63.0,0,168.0,101.0,20.16,2,44.0,76.0,2,2,6.8,2.4,4.0,0
61.0,0,178.0,64.0,22.05,2,41.0,88.0,2,2,4.6,0.8,1.0,2
39.0,0,174.0,67.0,29.51,2,45.0,83.0,2,0,8.1,1.0,2.0,2
37.0,0,161.0,73.0,19.2,1,110.0,78.0,2,2,5.5,1.6,1.0,0
20.0,1,193.0,70.0,23.88,0,57.0,77.0,1,2,4.8,1.1,2.0,1
64.0,1,176.0,85.13,24.89,0,23.0,97.0,0,2,5.1,2.6,4.0,2
31.0,1,175.0,58.0,33.79,2,77.0,71.0,2,1,8.8,2.5,3.62,2
41.77,0,160.0,60.0,23.3,2,34.0,99.0,2,2,7.3,0.7,1.0,0
57.0,1,176.0,111.0,22.23,1,44.0,70.0,2,0,7.5,1.9,6.0,2
54.0,0,168.0,56.0,20.17,2,78.0,91.0,2,0,7.8,2.5,1.0,1
41.77,0,162.0,52.0,19.74,0,37.0,79.0,0,2,4.4,2.2,4.0,2
47.0,1,178.0,116.0,21.53,2,102.0,71.0,2,2,8.6,1.6,3.62,2
38.0,0,175.0,85.0,32.26,2,101.0,61.0,2,0,7.2,2.8,5.0,2
20.0,0,157.0,107.0,27.54,0,22.0,65.0,1,2,6.6,1.6,1.0,1
62.0,0,156.0,77.0,31.35,1,73.0,64.0,0,2,6.6,1.7,5.0,2
20.0,1,164.0,114.0,27.55,2,89.0,82.0,2,2,8.8,1.6,1.0,2
19.0,0,166.0,99.0,24.5,2,75.0,70.0,2,2,5.3,3.0,6.0,2
64.0,0,157.0,85.13,22.71,2,72.2,89.0,2,2,4.5,2.7,1.0,1
41.0,0,176.0,102.0,33.91,2,54.0,89.0,2,2,6.6,1.0,2.0,2
22.0,1,155.0,93.0,27.55,2,41.0,96.0,2,2,5.1,2.9,2.0,2
36.0,0,151.0,97.0,22.37,1,56.0,82.0,2,2,8.3,2.9,2.0,2
54.0,0,174.0,57.0,32.95,2,66.0,74.0,2,2,4.6,2.2,2.0,2
47.0,0,153.0,77.0,31.04,2,65.0,63.0,2,1,6.1,1.5,1.0,1
42.0,0,156.0,85.0,29.13,2,20.0,74.0,2,1,5.2,1.5,3.62,2
63.0,1,173.0,50.0,18.64,2,31.0,62.0,2,1,7.5,2.5,6.0,2
49.0,0,160.0,92.0,25.32,2,100.0,93.0,2,1,6.8,2.8,2.0,2
55.0,0,173.0,98.0,32.21,2,83.0,78.0,2,2,6.1,0.7,3.0,2
41.77,0,179.0,62.0,22.61,2,43.0,87.0,2,2,4.9,1.0,4.0,2
56.0,0,193.0,90.0,24.5,2,24.0,63.0,2,2,6.9,1.5,1.0,2
40.0,0,173.0,95.0,19.54,0,52.0,71.0,2,2,8.9,1.5,1.0,2
23.0,0,159.0,79.0,24.25,2,64.0,66.0,0,2,7.9,1.6,1.0,2
32.0,0,158.0,60.0,27.38,2,72.2,96.0,2,1,6.6,2.6,1.0,2
49.0,0,162.0,109.0,34.39,2,79.0,74.0,2,2,8.4,2.6,3.0,2
41.77,0,193.0,93.0,26.78,2,86.0,82.0,0,2,7.0,0.5,4.0,2
23.0,0,163.0,99.0,21.68,2,25.0,75.0,2,2,4.5,2.5,2.0,0
56.0,0,165.54,68.0,33.6,2,55.0,97.0,2,0,4.8,2.2,3.0,2
20.0,1,160.0,109.0,26.94,2,72.2,76.0,2,0,4.5,2.5,2.0,2
32.0,1,165.54,72.0,33.29,2,117.0,99.0,2,2,8.5,0.7,3.62,2
57.0,1,154.0,70.0,32.06,0,118.0,90.0,2,0,4.4,1.84,5.0,2
47.0,0,168.0,61.0,29.76,2,94.0,73.0,2,2,6.9,1.84,6.0,2
38.0,0,178.0,55.0,29.81,2,34.0,66.0,2,2,5.9,2.8,4.0,2
59.0,0,174.0,85.13,21.63,1,101.0,75.0,2,2,5.6,2.1,6.0,2
33.0,0,161.0,60.0,29.45,0,78.0,64.0,0,2,6.1,1.8,3.62,2
28.0,0,179.0,111.0,19.82,2,66.0,92.0,0,0,5.8,1.1,5.0,2
40.0,1,153.0,115.0,19.53,2,75.0,88.0,1,2,5.1,1.84,5.0,2
20.0,0,160.0,54.0,18.62,0,34.0,77.0,2,2,5.8,3.0,1.0,2
29.0,0,172.0,78.0,26.79,0,50.0,81.0,1,2,4.9,0.7,6.0,1
22.0,0,152.0,101.0,18.79,2,107.0,63.0,2,2,6.2,0.9,3.0,2
35.0,1,171.0,90.0,27.55,2,37.0,88.0,2,2,7.8,2.1,6.0,2
39.0,1,166.0,75.0,20.01,2,83.0,75.0,1,0,5.3,1.9,1.0,2
56.0,0,162.0,117.0,30.78,0,72.2,89.0,0,2,6.2,0.7,6.0,0
63.0,0,156.0,63.0,27.09,2,40.0,94.0,2,2,6.6,2.6,6.0,2
38.0,0,151.0,118.0,19.34,2,56.0,94.0,2,2,7.3,1.4,3.0,0
28.0,1,166.0,73.0,42.57,0,53.0,63.0,0,2,4.5,1.84,2.0,1
41.77,0,153.0,119.0,30.98,2,22.0,64.0,2,2,5.8,2.0,2.0,0
52.0,1,170.0,59.0,23.67,2,61.0,69.0,2,1,4.9,0.6,4.0,2
48.0,1,156.0,83.0,19.76,2,60.0,79.0,2,1,4.2,0.9,6.0,2
43.0,0,157.0,116.0,34.96,2,116.0,71.0,0,0,7.9,2.6,1.0,2
20.0,0,170.0,72.0,25.8,2,58.0,76.0,2,2,6.7,0.7,5.0,2
63.0,0,158.0,82.0,29.15,2,70.0,98.0,2,0,5.5,0.9,6.0,2
64.0,0,193.0,58.0,32.22,2,59.0,72.0,0,2,6.6,1.1,6.0,2
44.0,1,157.0,73.0,27.55,2,106.0,116.0,1,2,8.0,1.7,6.0,2
54.0,1,164.0,72.0,27.55,2,111.0,64.0,0,0,6.9,0.8,6.0,2
60.0,0,159.0,85.13,19.33,1,80.0,88.0,2,2,8.9,2.4,2.0,0
44.0,0,152.0,68.0,27.55,2,56.0,89.0,2,2,5.1,2.6,4.0,2
20.0,0,150.0,56.0,23.25,2,92.0,72.0,2,2,4.7,1.0,2.0,2
21.0,0,174.0,57.0,25.2,2,164.5,77.0,0,0,8.9,2.0,4.0,2
29.0,0,176.0,74.0,27.55,1,72.2,76.0,1,1,6.5,1.84,3.0,2
28.0,0,171.0,85.13,34.42,2,60.0,92.0,0,2,5.5,2.4,5.0,2
20.0,0,157.0,50.0,20.54,2,79.0,80.0,2,2,7.7,1.9,2.0,0
33.0,1,157.0,89.0,23.86,2,34.0,72.0,2,2,8.6,1.0,5.0,0
38.0,0,150.0,86.0,33.24,0,48.0,88.0,2,2,5.3,2.1,5.0,1
41.77,0,179.0,59.0,25.51,0,114.0,81.0,2,1,5.5,2.3,5.0,1
45.0,0,151.0,50.0,27.55,1,110.0,67.0,2,2,5.0,1.84,5.0,2
59.0,0,171.0,70.0,22.59,2,65.0,89.0,2,2,6.6,1.7,1.0,1
22.0,1,154.0,94.0,31.56,2,55.0,92.0,1,2,5.6,0.7,5.0,2
62.0,0,177.0,97.0,29.69,2,107.0,80.0,1,0,6.6,2.1,3.0,2
45.0,0,151.0,119.0,23.05,2,94.0,64.0,2,1,5.1,2.2,6.0,2
58.0,0,171.0,85.0,31.39,0,57.0,85.0,1,1,6.4,2.2,3.0,1
26.0,0,171.0,59.0,33.97,2,55.0,64.0,2,0,5.5,2.7,6.0,2
62.0,0,157.0,97.0,26.61,0,101.0,86.0,2,0,6.6,2.8,2.0,0
43.0,0,162.0,54.0,26.96,1,116.0,83.0,2,1,6.6,2.8,1.0,2
24.0,0,154.0,51.0,22.92,2,111.0,78.0,2,2,8.8,1.84,1.0,2
28.0,1,170.0,79.0,24.79,1,43.0,72.0,2,0,4.7,2.0,1.0,2
57.0,0,164.0,80.0,29.77,2,105.0,75.0,2,2,4.2,0.8,6.0,2
23.0,0,173.0,91.0,29.71,2,78.0,80.0,2,1,8.9,1.4,1.0,2
55.0,0,158.0,88.0,33.16,2,96.0,80.0,2,2,5.6,2.2,4.0,2
63.0,1,156.0,53.0,33.06,2,52.0,64.0,1,2,6.1,1.3,2.0,1
46.0,0,172.0,118.0,25.98,0,72.2,93.0,0,1,4.2,1.0,2.0,2
47.0,1,170.0,93.0,26.35,0,71.0,87.0,2,2,6.1,2.7,2.0,1
27.0,0,193.0,110.0,24.59,0,32.0,77.0,1,2,7.7,1.6,3.0,2
56.0,0,152.0,111.0,27.95,0,112.0,78.0,2,2,6.7,2.9,3.0,1
38.0,1,178.0,95.0,27.55,0,117.0,91.0,0,2,9.0,1.6,1.0,1
30.0,1,171.0,50.0,20.1,2,21.0,79.0,2,1,7.4,2.9,4.0,0
63.0,1,162.0,102.0,29.24,2,53.0,73.0,2,0,7.3,2.7,6.0,2
46.0,0,152.0,82.0,21.12,2,113.0,85.0,2,1,7.9,2.3,4.0,2
33.0,0,169.0,118.0,22.47,2,73.0,76.0,1,2,7.3,1.7,6.0,2
62.0,0,175.0,84.0,34.61,1,41.0,80.0,1,2,6.6,2.5,1.0,2
18.0,0,161.0,102.0,33.84,2,97.0,64.0,1,2,5.6,2.4,3.62,2
30.0,0,152.0,116.0,28.76,0,50.0,81.0,0,2,8.2,2.9,3.0,0
55.0,0,178.0,76.0,21.75,2,35.0,98.0,1,0,8.0,1.7,1.0,2
37.0,1,165.0,116.0,29.76,0,94.0,98.0,2,1,7.9,1.9,6.0,2
26.0,0,175.0,97.0,21.94,2,35.0,90.0,1,1,6.7,2.8,4.0,2
38.0,0,174.0,91.0,30.62,0,96.0,69.0,1,2,6.6,2.5,2.0,0
27.0,0,167.0,70.0,30.56,1,34.0,67.0,1,2,7.7,2.8,2.0,2
39.0,0,177.0,85.0,34.28,2,94.0,64.0,2,0,7.5,1.5,3.0,2
21.0,0,170.0,85.13,27.97,0,96.0,96.0,2,0,6.5,1.7,3.0,2
31.0,1,154.0,113.0,19.05,2,38.0,80.0,2,2,4.7,2.1,6.0,0
27.0,0,155.0,115.0,19.13,2,85.0,62.0,2,1,6.9,1.8,2.0,2
58.0,1,178.0,68.0,26.91,2,115.0,64.0,1,2,8.3,0.7,6.0,2
20.0,0,167.0,70.0,27.55,1,63.0,98.0,2,2,6.3,0.6,5.0,2
19.0,1,151.0,80.0,30.9,2,84.0,66.0,1,2,8.2,1.0,6.0,2
61.0,0,174.0,67.0,27.55,2,94.0,71.0,2,2,7.9,1.4,4.0,1
85.0,0,169.0,76.0,27.55,2,28.0,90.0,0,1,8.0,2.1,2.0,2
54.0,1,164.0,65.0,33.16,2,86.0,84.0,2,0,6.2,3.0,4.0,2
85.0,1,163.0,103.0,30.44,2,109.0,69.0,1,1,4.4,1.5,4.0,2
49.0,1,175.0,86.0,23.87,2,102.0,60.0,0,0,6.1,2.3,3.62,2
41.77,1,160.0,68.0,22.56,2,94.0,93.0,2,1,7.5,1.84,3.0,2
43.0,0,159.0,52.0,20.33,2,72.2,82.0,2,2,7.7,1.5,2.0,1
27.0,0,157.0,70.0,27.67,2,28.0,73.0,2,0,5.9,2.9,1.0,2
51.0,0,171.0,111.0,28.47,2,65.0,65.0,2,1,5.7,3.0,2.0,0
62.0,1,173.0,59.0,34.49,2,72.2,75.0,2,2,7.1,2.5,5.0,2
24.0,0,150.0,106.0,27.55,2,72.2,93.0,2,1,5.9,1.7,1.0,2
29.0,0,173.0,52.0,33.68,1,59.0,99.0,2,2,6.7,4.2,5.0,2
42.0,0,165.0,85.13,27.43,2,24.0,99.0,2,1,4.0,1.1,3.0,0
61.0,1,150.0,76.0,27.55,1,30.0,80.0,2,0,8.3,0.8,4.0,1
30.0,0,164.0,93.0,19.77,0,108.0,80.0,2,2,6.3,2.8,3.0,2
35.0,0,153.0,118.0,24.91,0,51.0,79.0,2,2,8.0,1.3,3.0,0
40.0,1,171.0,94.0,29.42,2,88.0,71.0,2,0,7.0,2.0,4.0,2
18.0,1,160.0,68.0,31.05,2,99.0,86.0,2,2,4.2,2.7,2.0,0
20.0,1,178.0,54.0,21.98,1,70.0,87.0,2,2,6.9,1.2,3.0,0
48.0,0,159.0,52.0,23.1,2,73.0,60.0,0,2,4.8,1.84,2.0,2
21.0,0,170.0,61.0,26.71,2,47.0,71.0,0,2,7.7,1.8,5.0,2
43.0,1,151.0,110.0,26.68,0,43.0,66.0,1,0,8.4,2.4,1.0,2
54.0,0,156.0,54.0,22.05,2,44.0,85.0,2,1,6.0,2.9,5.0,2
23.0,0,151.0,114.0,31.55,2,109.0,64.0,0,2,4.1,0.7,5.0,2
32.0,0,156.0,56.0,30.96,1,82.0,95.0,2,1,6.6,2.5,1.0,2
61.0,0,152.0,59.0,22.39,1,72.0,96.0,2,2,6.9,0.7,3.62,1
49.0,0,178.0,103.0,24.79,2,54.0,78.0,0,2,7.0,0.9,3.0,2
34.0,0,178.0,66.0,27.55,0,66.0,84.0,0,1,5.0,2.9,3.0,2
50.0,0,159.0,107.0,33.16,0,29.0,81.0,0,1,8.2,1.9,2.0,0
41.0,1,169.0,109.0,31.62,2,101.0,62.0,1,2,8.8,1.3,3.0,0
55.0,0,163.0,66.0,20.88,2,62.0,61.0,2,2,6.2,1.2,5.0,2
85.0,0,158.0,93.0,28.5,0,108.0,81.0,1,1,11.3,1.2,5.0,1
64.0,1,150.0,82.0,27.55,2,28.0,85.0,2,0,6.9,1.0,3.0,2
22.0,0,158.0,56.0,27.55,0,41.0,80.0,2,1,4.9,2.6,3.62,2
55.0,1,172.0,82.0,33.74,2,97.0,61.0,2,2,6.6,3.0,1.0,2
24.0,1,153.0,70.0,28.61,2,48.0,94.0,2,0,4.6,2.6,5.0,2
50.0,1,170.0,97.0,27.69,2,41.0,78.0,2,2,8.7,2.2,5.0,2
24.0,0,159.0,59.0,33.45,1,34.0,90.0,2,2,4.6,2.2,9.5,2
29.0,0,178.0,61.0,18.91,2,43.0,90.0,0,2,4.7,2.5,3.62,0
56.0,0,159.0,118.0,25.78,2,53.0,70.0,1,0,5.7,2.5,4.0,2
25.0,1,162.0,107.0,19.71,2,72.2,95.0,2,2,8.8,2.6,4.0,2
49.0,0,172.0,80.0,32.49,1,41.0,80.0,1,2,7.5,2.8,1.0,2
64.0,0,160.0,112.0,31.7,0,30.0,80.0,2,2,5.1,2.7,3.0,0
85.0,0,154.0,73.0,25.74,2,66.0,89.0,2,2,7.7,1.84,4.0,2
62.0,1,170.0,75.0,34.72,2,113.0,75.0,0,2,6.6,2.7,6.0,2
44.0,0,150.0,85.13,28.18,0,79.0,71.0,2,2,5.8,1.3,3.0,2
45.0,0,175.0,80.0,29.32,2,50.0,86.0,2,2,8.2,1.5,1.0,2
54.0,0,153.0,61.0,27.83,0,42.0,76.0,1,2,4.1,1.5,6.0,0
49.0,0,160.0,60.0,27.55,1,20.0,116.0,2,1,6.6,1.7,4.0,2
34.0,1,165.0,74.0,31.99,0,65.0,62.0,1,2,8.7,2.6,3.0,2
29.0,0,178.0,88.0,24.51,1,55.0,93.0,2,2,4.6,0.8,2.0,0
44.0,1,166.0,114.0,19.62,2,110.0,67.0,2,2,6.6,2.0,2.0,2
37.0,1,174.0,68.0,22.17,1,72.2,82.0,2,2,7.6,2.6,2.0,2
43.0,0,166.0,52.0,30.88,2,77.0,84.0,2,2,7.8,1.0,4.0,2
53.0,0,166.0,89.0,18.78,2,85.0,84.0,0,1,7.6,2.3,3.0,2
31.0,1,172.0,150.5,29.82,0,34.0,97.0,0,2,6.9,2.4,4.0,1
19.0,0,176.0,74.0,22.93,0,108.0,93.0,0,2,6.6,1.1,6.0,2
49.0,1,162.0,87.0,31.66,2,41.0,76.0,2,0,5.3,2.4,4.0,0
34.0,0,169.0,101.0,20.94,2,42.0,68.0,2,2,6.7,2.0,2.0,1
32.0,1,177.0,150.5,34.76,1,30.0,95.0,1,2,8.2,2.7,3.0,2
19.0,1,165.54,75.0,27.55,2,28.0,92.0,2,2,5.3,1.8,2.0,1
41.0,0,171.0,69.0,25.73,1,74.0,96.0,2,1,8.3,1.3,4.0,2
46.0,1,161.0,88.0,21.67,1,51.0,90.0,2,2,6.7,1.4,4.0,2
42.0,1,173.0,97.0,20.96,2,82.0,81.0,2,2,8.8,1.84,3.0,2
63.0,0,160.0,67.0,24.49,2,79.0,80.0,2,2,6.7,1.5,3.62,2
23.0,0,157.0,61.0,29.41,0,83.0,116.0,2,0,5.8,1.5,1.0,1
63.0,0,158.0,78.0,21.43,2,164.5,79.0,2,1,5.6,2.8,6.0,0
37.0,0,174.0,112.0,22.37,0,108.0,65.0,2,0,5.3,2.3,6.0,0
41.77,1,172.0,85.13,27.88,1,102.0,83.0,2,2,6.6,2.1,6.0,0
31.0,1,155.0,117.0,27.55,2,87.0,94.0,2,0,4.2,2.5,5.0,1
48.0,0,175.0,68.0,32.79,2,69.0,67.0,0,2,7.7,1.4,5.0,2
42.0,0,165.54,80.0,30.34,2,104.0,66.0,2,2,5.3,2.1,3.62,2
29.0,0,169.0,82.0,31.23,2,105.0,64.0,2,2,7.5,2.4,2.0,0
64.0,0,158.0,84.0,25.74,2,115.0,63.0,2,2,6.7,1.3,3.0,2
85.0,0,162.0,94.0,24.15,2,64.0,62.0,2,1,5.5,1.2,3.0,1
62.0,0,165.54,58.0,21.08,2,29.0,82.0,2,2,6.4,1.84,1.0,2
59.0,0,156.0,76.0,19.17,2,63.0,61.0,0,2,6.5,2.2,5.0,0
54.0,1,175.0,57.0,22.43,0,35.0,64.0,1,2,5.0,1.7,3.0,2
64.0,0,157.0,52.0,19.25,1,37.0,96.0,2,2,7.2,2.3,6.0,2
41.77,0,167.0,96.0,28.91,2,87.0,92.0,2,2,5.5,1.1,3.62,2
49.0,0,156.0,66.0,29.85,0,46.0,99.0,2,2,5.1,2.2,1.0,1
33.0,0,164.0,103.0,20.94,2,25.0,67.0,2,0,7.1,1.84,5.0,0
24.0,0,159.0,75.0,25.19,2,56.0,98.0,2,2,4.7,1.9,5.0,2
45.0,0,165.54,103.0,27.55,2,99.0,80.0,2,0,5.0,1.4,2.0,1
41.0,1,178.0,64.0,22.09,0,104.0,89.0,2,0,7.7,1.7,6.0,0
60.0,1,172.0,66.0,20.83,2,44.0,88.0,2,2,4.8,1.7,3.0,0
41.0,0,175.0,96.0,20.99,1,70.0,116.0,0,2,4.8,2.6,5.0,2
18.0,1,164.0,110.0,21.3,2,68.0,66.0,2,0,8.7,1.5,1.0,1
52.0,0,179.0,81.0,33.11,0,59.0,86.0,1,2,8.2,0.7,3.0,2
41.77,0,166.0,92.0,32.22,1,100.0,67.0,1,2,5.1,1.1,6.0,2
58.0,0,174.0,83.0,29.55,2,77.0,72.0,0,2,6.8,2.8,4.0,2
20.0,0,171.0,105.0,27.55,2,38.0,60.0,2,0,6.6,2.3,6.0,1
29.0,0,170.0,57.0,42.57,2,116.0,71.0,2,1,4.2,2.6,3.0,2
31.0,0,164.0,106.0,29.79,2,25.0,76.0,2,2,7.3,4.2,2.0,2
29.0,1,157.0,66.0,22.07,1,55.0,67.0,2,2,4.4,1.84,2.0,2
21.0,0,165.54,79.0,30.53,2,21.0,76.0,2,0,8.4,1.84,5.0,2
35.0,1,150.0,77.0,22.31,2,103.0,88.0,2,1,6.0,2.0,4.0,0
55.0,0,153.0,82.0,22.42,2,83.0,61.0,0,2,6.3,2.9,6.0,0
21.0,0,172.0,58.0,27.55,0,54.0,83.0,0,0,5.4,1.4,4.0,0
40.0,0,177.0,82.0,23.56,2,96.0,70.0,2,2,7.3,2.5,6.0,2
26.0,0,155.0,115.0,30.3,0,29.0,80.0,2,2,8.8,2.8,3.62,2
64.0,0,151.0,58.0,34.48,1,106.0,69.0,2,2,5.6,2.1,5.0,2
53.0,0,166.0,111.0,33.25,0,119.0,77.0,0,1,6.4,4.2,3.0,2
34.0,0,165.0,82.0,25.43,0,84.0,98.0,1,2,7.2,2.2,6.0,2
35.0,1,171.0,83.0,27.55,1,29.0,75.0,2,2,6.9,1.0,2.0,1
48.0,0,165.54,76.0,25.39,1,45.0,75.0,0,0,6.5,3.0,1.0,2
45.0,0,178.0,57.0,30.23,2,102.0,83.0,2,2,5.1,1.3,6.0,2
57.0,0,170.0,106.0,33.05,2,27.0,69.0,0,1,6.6,2.1,1.0,0
21.0,0,152.0,53.0,34.74,1,28.0,78.0,2,1,5.5,1.84,1.0,2
19.0,0,158.0,107.0,27.55,2,73.0,72.0,2,2,4.9,2.0,1.0,2
32.0,1,170.0,85.13,27.55,2,26.0,80.0,2,2,8.6,2.9,5.0,1
35.0,0,165.54,116.0,27.37,0,113.0,84.0,2,1,6.3,1.84,3.62,2
41.77,0,179.0,62.0,22.73,2,98.0,65.0,2,2,8.0,2.2,3.0,2
41.77,0,165.54,115.0,26.87,2,34.0,60.0,1,2,7.7,1.2,1.0,2
60.0,1,178.0,106.0,20.97,2,119.0,73.0,2,2,8.1,1.84,5.0,1
52.0,0,166.0,105.0,22.26,2,87.0,82.0,0,2,4.6,1.3,3.0,2
33.0,1,165.54,81.0,27.11,0,45.0,97.0,2,2,8.9,2.5,6.0,0
44.0,0,173.0,71.0,27.1,2,65.0,90.0,2,0,8.6,1.1,1.0,0
49.0,1,174.0,113.0,34.09,0,48.0,116.0,2,0,7.2,1.7,4.0,2
30.0,0,159.0,85.13,24.79,2,91.0,74.0,0,2,7.3,0.6,3.0,0
38.0,0,162.0,79.0,25.32,2,64.0,77.0,0,0,7.4,1.2,2.0,2
43.0,1,175.0,109.0,20.93,0,63.0,72.0,2,2,7.6,4.2,3.0,1
39.0,0,163.0,102.0,19.78,2,45.0,87.0,2,2,7.5,2.6,3.62,2
35.0,0,165.54,113.0,19.38,1,95.0,71.0,2,2,6.6,1.9,2.0,1
52.0,0,166.0,93.0,27.55,0,75.0,97.0,2,2,6.0,2.2,6.0,0
41.0,1,151.0,88.0,25.0,1,42.0,77.0,1,1,11.3,1.84,3.0,2
41.77,1,155.0,70.0,22.1,0,114.0,77.0,2,2,6.2,1.0,6.0,1
46.0,0,163.0,105.0,19.04,2,106.0,97.0,2,2,8.4,2.4,2.0,2
50.0,1,173.0,150.5,26.02,2,60.0,63.0,2,2,8.4,2.2,5.0,2
27.0,0,154.0,75.0,21.4,2,51.0,80.0,0,1,5.1,1.8,1.0,2
32.0,0,178.0,85.13,34.76,2,43.0,79.0,1,0,8.7,2.5,2.0,2
23.0,0,164.0,85.13,23.49,2,98.0,92.0,1,2,7.7,2.4,1.0,2
22.0,0,178.0,102.0,33.07,2,64.0,87.0,1,2,5.5,2.9,5.0,0
19.0,0,165.54,83.0,29.16,0,164.5,76.0,2,2,5.4,2.5,5.0,1
19.0,0,170.0,77.0,25.62,2,72.2,80.0,2,1,4.5,1.5,5.0,2
51.0,0,155.0,94.0,19.16,2,95.0,77.0,2,2,6.6,1.0,5.0,2
21.0,0,155.0,96.0,27.55,2,72.0,85.0,0,2,7.0,0.6,3.0,2
30.0,0,167.0,97.0,22.94,1,50.0,82.0,2,0,7.4,2.8,4.0,0
22.0,0,167.0,75.0,26.42,2,24.0,83.0,2,1,7.0,2.0,2.0,2
31.0,0,172.0,56.0,21.26,2,58.0,80.0,2,2,4.4,2.9,3.0,2
30.0,0,167.0,63.0,31.91,2,92.0,66.0,2,2,4.5,2.9,3.62,1
46.0,1,169.0,85.13,25.85,2,27.0,90.0,2,2,6.6,1.84,5.0,2
35.0,0,165.0,85.13,27.55,0,72.0,98.0,1,0,6.4,1.84,5.0,1
