User_ID,Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned
Other,39.0,Other,161.0,180.0,26.94,Strength,103.0,94.0,Unknown,Invalid,5.7,2.0,1.0,N/A
,28.0,Female,153.0,106.0,25.64,Unknown,,64.0,Other,N/A,6.3,0.8,5.0,Unknown
Invalid,64.0,N/A,172.0,115.0,23.32,Cardio,72.0,92.0,Invalid,Mixed,7.7,2.9,3.0,Other
U00131,54.0,Invalid,168.0,,21.3,Invalid,117.0,69.0,High,Mixed,6.4,2.6,1.0,High
N/A,18.0,Unknown,155.0,115.0,28.6,,104.0,78.0,Invalid,Mixed,5.0,1.6,1.0,Other
Invalid,58.0,Unknown,172.0,70.0,20.03,N/A,,73.0,,Vegan,,0.7,5.0,Invalid
U02314,38.0,Male,178.0,110.0,28.65,Strength,76.0,70.0,Other,Other,6.6,2.6,6.0,High
U02706,61.0,N/A,176.0,84.0,31.58,Other,68.0,90.0,Unknown,Unknown,7.0,1.6,1.0,High
N/A,35.0,Male,158.0,57.0,21.04,Cardio,48.0,61.0,Invalid,Invalid,9.0,2.8,3.0,Medium
U02097,60.0,Male,179.0,89.0,19.46,Yoga,,61.0,Medium,N/A,7.4,2.5,1.0,High
N/A,47.0,Invalid,,66.0,31.19,Yoga,86.0,83.0,Other,Vegetarian,4.2,1.2,4.0,Medium
Other,,Male,150.0,85.0,27.38,Other,24.0,,Medium,N/A,7.7,2.7,6.0,Unknown
U03724,48.0,Other,166.0,76.0,33.45,Cardio,114.0,69.0,N/A,N/A,7.6,1.8,4.0,High
U02849,62.0,N/A,172.0,77.0,24.46,Cardio,109.0,82.0,N/A,Vegetarian,4.2,2.7,6.0,Medium
Other,61.0,Unknown,154.0,75.0,21.25,Cardio,113.0,66.0,Medium,Mixed,5.9,2.2,,High
U03104,28.0,Male,174.0,51.0,32.69,Other,,60.0,Medium,Mixed,5.3,1.1,1.0,High
Unknown,33.0,N/A,151.0,58.0,26.39,Yoga,23.0,75.0,High,Invalid,6.8,2.4,2.0,Low
U00456,54.0,Male,152.0,56.0,,Cardio,34.0,89.0,Medium,N/A,4.1,,5.0,High
U04292,53.0,Other,159.0,118.0,,Strength,114.0,85.0,High,Mixed,8.8,2.7,5.0,High
U03897,50.0,Other,162.0,117.0,20.41,Unknown,30.0,70.0,Low,Vegan,6.1,,2.0,Low
U02212,28.0,Male,158.0,67.0,34.61,Yoga,74.0,60.0,Medium,Unknown,7.4,1.8,6.0,High
Invalid,58.0,Male,161.0,104.0,,Other,43.0,77.0,Invalid,Unknown,4.8,1.8,1.0,
Invalid,21.0,Female,178.0,57.0,26.84,Strength,40.0,98.0,Low,N/A,5.6,1.9,2.0,Medium
Invalid,56.0,Male,178.0,89.0,,Cardio,104.0,70.0,Low,Vegetarian,15.0,2.8,4.0,Medium
U01479,56.0,Male,168.0,72.0,32.28,Unknown,103.0,,Medium,Vegan,7.9,2.2,3.0,Unknown
Unknown,50.0,Female,152.0,97.0,28.52,Strength,96.0,69.0,,Vegetarian,7.9,2.0,4.0,Invalid
Unknown,25.0,N/A,159.0,118.0,31.43,Strength,47.0,81.0,Medium,Mixed,6.1,1.0,4.0,N/A
,19.0,N/A,174.0,98.0,23.53,N/A,102.0,94.0,Other,Vegetarian,8.2,2.4,2.0,Low
Other,18.0,Male,163.0,117.0,30.78,,76.0,71.0,Low,Unknown,7.6,2.2,1.0,High
Other,46.0,Male,178.0,95.0,34.83,Other,20.0,72.0,Medium,Vegan,,2.0,6.0,High
U03865,36.0,Male,171.0,57.0,24.36,,30.0,65.0,High,Vegetarian,4.8,0.9,1.0,High
U04277,45.0,Invalid,165.0,113.0,31.43,Cardio,45.0,98.0,Low,Vegetarian,5.2,2.8,2.0,
N/A,31.0,Other,165.0,97.0,27.74,Invalid,103.0,73.0,Low,N/A,4.2,1.2,6.0,Medium
U01673,60.0,Unknown,174.0,105.0,33.78,Invalid,39.0,73.0,N/A,Unknown,8.0,2.9,6.0,N/A
Invalid,25.0,Other,,118.0,21.82,Invalid,,90.0,Medium,Mixed,,2.2,5.0,High
Unknown,52.0,,170.0,90.0,34.5,N/A,45.0,98.0,High,Mixed,4.3,1.3,2.0,Unknown
Unknown,55.0,Male,154.0,66.0,32.14,Cardio,118.0,80.0,Unknown,Vegan,6.7,1.7,2.0,N/A
U00682,27.0,Female,167.0,93.0,33.49,Unknown,88.0,84.0,High,Invalid,5.1,2.9,5.0,High
U02657,,Unknown,160.0,61.0,33.31,Strength,91.0,98.0,High,Mixed,5.2,2.8,6.0,High
Other,41.0,Male,162.0,114.0,,Other,34.0,91.0,N/A,N/A,4.1,1.5,5.0,Medium
Other,38.0,Male,,80.0,25.2,Strength,51.0,99.0,Low,N/A,,1.8,6.0,Medium
U00464,,,172.0,69.0,21.04,Other,100.0,67.0,Unknown,Invalid,7.7,1.3,6.0,Low
,54.0,N/A,170.0,55.0,32.86,Other,34.0,79.0,Medium,Mixed,8.0,10.0,1.0,Invalid
N/A,24.0,Invalid,153.0,117.0,22.16,Invalid,24.0,86.0,Other,Other,6.8,1.6,4.0,Low
U04410,29.0,Male,,52.0,,Cardio,109.0,69.0,Other,Vegan,7.6,2.4,2.0,Medium
U03149,47.0,Other,158.0,59.0,31.41,Yoga,48.0,85.0,Low,Mixed,5.1,2.5,,Invalid
U03711,26.0,Unknown,172.0,,19.02,Strength,79.0,62.0,Medium,Mixed,7.8,1.0,5.0,Unknown
U00335,45.0,N/A,174.0,51.0,28.34,Unknown,44.0,95.0,N/A,Vegan,5.6,2.5,1.0,High
Other,42.0,Male,167.0,85.0,,Other,20.0,65.0,High,Vegan,4.4,1.2,4.0,Medium
Invalid,49.0,Female,162.0,69.0,30.33,Strength,,91.0,Low,Mixed,5.2,2.0,6.0,Low
U04935,45.0,Female,,112.0,31.86,N/A,82.0,87.0,N/A,Other,8.9,,2.0,Unknown
U01513,52.0,Male,173.0,84.0,20.48,Unknown,,60.0,Low,Mixed,8.4,2.6,6.0,Unknown
U03981,30.0,Other,177.0,89.0,22.32,Invalid,87.0,92.0,High,Vegan,8.2,2.4,5.0,Low
N/A,59.0,Female,159.0,65.0,,Yoga,94.0,74.0,Unknown,Invalid,8.0,1.8,2.0,High
Other,32.0,Unknown,150.0,57.0,31.34,Unknown,54.0,89.0,High,N/A,4.5,1.0,3.0,Invalid
Invalid,62.0,Male,162.0,56.0,19.37,Invalid,87.0,68.0,Medium,Mixed,8.6,2.4,4.0,Low
U02748,61.0,Unknown,163.0,73.0,27.8,Cardio,45.0,77.0,High,Unknown,4.0,,3.0,Medium
U02688,49.0,Female,177.0,64.0,25.68,Strength,93.0,,Invalid,Mixed,6.6,2.0,6.0,Low
Invalid,24.0,Invalid,179.0,88.0,32.41,,56.0,64.0,Medium,Other,8.4,2.8,1.0,High
U01498,61.0,Male,179.0,64.0,,Invalid,46.0,64.0,High,Vegan,8.5,2.1,3.0,Low
N/A,30.0,N/A,169.0,69.0,30.12,Unknown,67.0,64.0,Invalid,Unknown,5.0,1.3,1.0,Medium
N/A,26.0,Invalid,173.0,117.0,20.9,N/A,116.0,89.0,Other,N/A,4.6,1.8,3.0,Medium
U00201,56.0,Female,156.0,112.0,26.41,Yoga,87.0,83.0,High,Mixed,7.6,2.6,3.0,Other
U01447,23.0,Male,166.0,50.0,32.16,Strength,47.0,93.0,Invalid,Vegan,8.8,2.4,4.0,Other
U01985,31.0,Unknown,174.0,55.0,19.45,Cardio,96.0,81.0,Low,Mixed,7.5,2.2,6.0,Other
U02973,20.0,Unknown,162.0,101.0,34.11,Unknown,,69.0,Unknown,Mixed,4.5,2.8,2.0,N/A
U03868,54.0,Invalid,160.0,109.0,99.0,Cardio,73.0,62.0,High,Vegan,4.2,2.4,1.0,Low
U02756,40.0,Male,166.0,100.0,29.25,Cardio,46.0,60.0,Invalid,N/A,4.6,10.0,1.0,Low
Invalid,47.0,N/A,156.0,72.0,24.42,Other,29.0,83.0,Low,Vegetarian,,0.8,3.0,Medium
,36.0,Other,164.0,99.0,31.42,Yoga,105.0,65.0,High,Unknown,6.7,2.7,5.0,Invalid
U00014,57.0,Unknown,175.0,71.0,29.53,Cardio,109.0,97.0,Low,Vegetarian,8.0,0.6,4.0,Medium
N/A,38.0,Female,,54.0,21.09,Unknown,89.0,89.0,Low,Other,4.4,0.6,3.0,Low
N/A,54.0,Male,157.0,,23.39,Unknown,82.0,90.0,Low,N/A,7.9,0.9,2.0,Low
Other,63.0,Male,169.0,55.0,23.2,Cardio,29.0,82.0,Low,Invalid,8.0,1.0,3.0,Low
Unknown,64.0,Unknown,168.0,,28.57,Strength,30.0,72.0,Low,Vegan,6.3,10.0,3.0,N/A
U00225,,Male,175.0,69.0,19.23,Yoga,47.0,,Medium,Invalid,5.4,1.6,1.0,Invalid
Unknown,63.0,Male,163.0,79.0,27.02,Strength,54.0,79.0,High,Mixed,7.8,1.7,2.0,Unknown
U04431,24.0,Unknown,178.0,100.0,26.65,Cardio,109.0,93.0,High,Mixed,5.0,1.4,,
Invalid,39.0,Other,150.0,64.0,29.28,Cardio,74.0,71.0,High,Vegan,7.0,1.9,3.0,Medium
U04666,49.0,Male,158.0,95.0,25.58,Invalid,42.0,77.0,Medium,N/A,,1.6,3.0,Low
U02256,61.0,Male,160.0,66.0,29.71,Cardio,89.0,63.0,Invalid,Vegan,7.9,0.8,,Low
Other,22.0,Female,178.0,55.0,30.46,Strength,23.0,85.0,N/A,Vegetarian,5.3,,4.0,N/A
U01227,57.0,Female,171.0,110.0,34.09,Invalid,84.0,90.0,Unknown,Unknown,7.3,1.4,4.0,Low
N/A,21.0,Female,250.0,96.0,27.23,Cardio,56.0,84.0,High,Vegetarian,6.8,1.7,5.0,
Other,27.0,Other,173.0,99.0,33.14,Strength,102.0,61.0,Medium,Mixed,7.7,0.5,5.0,High
U01290,36.0,Female,173.0,69.0,19.17,Yoga,51.0,81.0,Unknown,N/A,8.0,2.7,3.0,Other
,50.0,Male,179.0,79.0,28.54,Yoga,44.0,72.0,Low,N/A,8.3,1.4,1.0,
U03821,28.0,Invalid,179.0,115.0,22.77,Invalid,99.0,79.0,Medium,Invalid,4.4,2.0,6.0,High
N/A,38.0,Unknown,178.0,77.0,18.83,Unknown,24.0,97.0,N/A,Other,5.7,0.8,,Medium
Invalid,57.0,Male,166.0,117.0,19.38,Yoga,116.0,61.0,High,Vegetarian,8.4,1.0,4.0,High
U03598,,Female,162.0,69.0,34.27,Invalid,86.0,82.0,High,Other,15.0,1.8,4.0,Low
U02875,31.0,Invalid,168.0,78.0,24.99,Cardio,118.0,94.0,High,Mixed,8.4,3.0,1.0,Other
U02913,23.0,Invalid,176.0,79.0,32.95,Yoga,70.0,,Medium,Vegetarian,8.2,1.6,3.0,Low
U04106,43.0,Other,,72.0,33.73,Unknown,71.0,91.0,High,Mixed,8.3,0.9,1.0,High
U00983,18.0,Female,163.0,103.0,33.27,Other,300.0,71.0,High,Vegetarian,4.2,,4.0,Other
U00116,25.0,Other,169.0,89.0,32.15,N/A,28.0,90.0,High,Other,5.3,1.6,6.0,Invalid
Other,25.0,,175.0,103.0,25.17,Invalid,62.0,88.0,Low,Mixed,4.6,1.9,2.0,Medium
U02761,64.0,Female,166.0,55.0,18.66,Cardio,,95.0,High,N/A,6.7,,6.0,
N/A,30.0,Female,156.0,100.0,20.55,Cardio,116.0,67.0,Medium,Unknown,7.8,1.6,3.0,Medium
,50.0,Female,171.0,56.0,30.93,Cardio,23.0,95.0,Medium,Vegetarian,6.0,0.6,3.0,Low
U04696,54.0,N/A,152.0,180.0,19.56,Cardio,,82.0,Other,N/A,7.3,2.5,5.0,N/A
U04673,33.0,Unknown,,93.0,23.08,N/A,300.0,80.0,,Invalid,5.6,,2.0,Medium
Invalid,20.0,Unknown,160.0,52.0,33.19,Cardio,113.0,67.0,High,Vegan,,1.3,1.0,Low
U03637,55.0,Female,167.0,59.0,26.31,Other,39.0,87.0,High,N/A,4.2,,2.0,Low
Invalid,35.0,Female,150.0,96.0,19.07,Other,83.0,92.0,Medium,Unknown,7.7,1.8,,Invalid
Unknown,57.0,Male,161.0,87.0,32.53,Cardio,102.0,67.0,Medium,Vegetarian,4.9,2.1,2.0,Medium
U04178,44.0,Male,155.0,,27.76,Yoga,56.0,71.0,Invalid,N/A,8.5,1.6,3.0,Medium
Invalid,52.0,Male,170.0,84.0,19.11,Strength,50.0,81.0,Other,N/A,7.0,0.9,1.0,Invalid
U00333,34.0,Female,171.0,75.0,21.61,Cardio,49.0,86.0,Low,Unknown,5.0,0.7,,Unknown
N/A,33.0,Female,170.0,64.0,24.2,Strength,107.0,64.0,High,Mixed,6.1,2.7,4.0,Medium
U04697,40.0,Female,153.0,117.0,22.94,Cardio,109.0,69.0,Invalid,Vegan,8.5,1.9,5.0,Other
U01863,50.0,Male,161.0,110.0,30.73,N/A,83.0,62.0,Low,N/A,6.7,2.7,5.0,
U00414,22.0,Male,173.0,50.0,33.6,N/A,38.0,71.0,N/A,Mixed,4.7,0.9,5.0,Medium
U01939,27.0,Male,168.0,96.0,,Yoga,95.0,75.0,Low,N/A,7.5,1.1,3.0,Unknown
U01957,49.0,Invalid,164.0,67.0,18.96,Invalid,55.0,69.0,Other,Other,8.6,2.2,2.0,High
U00041,26.0,N/A,174.0,75.0,20.55,Invalid,116.0,94.0,Medium,Vegetarian,4.4,1.8,2.0,Invalid
U04268,24.0,N/A,166.0,78.0,24.28,Strength,110.0,85.0,Invalid,Mixed,4.9,2.6,4.0,Low
U01245,27.0,Male,164.0,,31.54,Strength,47.0,62.0,Other,Mixed,8.4,1.0,3.0,Unknown
,31.0,Male,170.0,,29.05,Yoga,49.0,92.0,Medium,Vegetarian,7.3,1.2,6.0,High
U00248,50.0,,168.0,94.0,23.75,Unknown,109.0,99.0,Unknown,Vegan,8.0,1.3,2.0,
N/A,51.0,Other,173.0,92.0,32.7,Invalid,70.0,61.0,Other,Vegetarian,4.6,0.9,5.0,High
Invalid,45.0,Male,177.0,93.0,21.72,Unknown,73.0,81.0,Unknown,Mixed,,0.5,5.0,
U01103,32.0,Male,151.0,88.0,26.56,Cardio,32.0,88.0,High,N/A,5.2,0.9,5.0,Low
U00647,56.0,Male,157.0,118.0,34.63,Other,34.0,72.0,High,Unknown,5.2,2.0,,Low
U03833,30.0,Male,152.0,72.0,24.26,Invalid,41.0,80.0,,Vegetarian,5.4,2.2,2.0,Medium
U01173,64.0,Female,163.0,116.0,22.55,Unknown,99.0,78.0,High,Vegan,5.3,0.6,5.0,N/A
U00455,,Female,163.0,111.0,18.99,Unknown,65.0,87.0,N/A,Vegan,7.0,2.5,3.0,High
Other,52.0,Male,157.0,106.0,30.14,Strength,28.0,79.0,High,Mixed,5.4,2.6,6.0,Unknown
U02680,29.0,Other,250.0,72.0,24.54,N/A,93.0,97.0,Low,Mixed,8.3,0.8,5.0,Invalid
U01400,36.0,Invalid,172.0,89.0,26.67,Yoga,28.0,85.0,High,Mixed,8.4,,3.0,Medium
Unknown,47.0,Invalid,159.0,50.0,21.83,Invalid,106.0,87.0,High,Other,7.5,1.7,2.0,Other
N/A,35.0,Invalid,177.0,89.0,,Strength,68.0,91.0,Unknown,Mixed,6.0,0.9,4.0,Medium
Other,56.0,Unknown,171.0,80.0,27.45,Cardio,111.0,79.0,,Unknown,6.9,,,Medium
N/A,22.0,Female,162.0,106.0,24.41,N/A,,74.0,Unknown,Vegetarian,7.8,1.7,1.0,Medium
U00417,23.0,Unknown,156.0,,23.5,Other,87.0,87.0,Low,Mixed,8.3,1.8,1.0,Other
Other,36.0,Other,164.0,95.0,26.07,Other,107.0,95.0,Other,Vegetarian,8.2,0.5,1.0,Other
U03025,37.0,N/A,151.0,80.0,21.67,Invalid,53.0,60.0,Unknown,N/A,6.4,2.6,6.0,Other
Invalid,59.0,Invalid,158.0,64.0,23.81,Other,73.0,93.0,Other,Vegetarian,5.7,2.5,3.0,Other
U03480,55.0,Invalid,157.0,100.0,21.47,Unknown,58.0,67.0,Low,Vegan,4.2,1.3,6.0,Other
U00595,46.0,Unknown,163.0,118.0,21.0,Other,79.0,86.0,Low,Mixed,7.7,,5.0,High
N/A,21.0,Male,165.0,111.0,19.05,Other,92.0,98.0,Low,Unknown,5.6,2.5,1.0,Other
Invalid,36.0,Unknown,175.0,64.0,25.22,,88.0,81.0,Other,N/A,8.7,1.6,3.0,N/A
U02345,21.0,Other,153.0,66.0,31.99,Invalid,59.0,94.0,Other,Other,6.3,0.7,4.0,Low
Unknown,59.0,N/A,,57.0,,Unknown,69.0,62.0,Low,Vegan,4.0,2.2,1.0,High
U03121,50.0,N/A,166.0,54.0,33.88,Other,103.0,90.0,Invalid,Mixed,4.5,2.7,,Invalid
Invalid,38.0,Male,164.0,,23.21,Strength,48.0,78.0,Medium,Other,8.7,2.5,5.0,Low
U04652,22.0,Female,153.0,107.0,,Yoga,98.0,85.0,Low,Vegan,,1.9,15.0,High
Invalid,,Female,159.0,88.0,32.42,Yoga,37.0,,Medium,Vegan,5.7,0.6,1.0,N/A
U00215,19.0,,164.0,66.0,23.64,N/A,42.0,85.0,Invalid,Mixed,7.4,1.8,6.0,Invalid
U01136,57.0,,155.0,,26.42,Strength,60.0,66.0,Low,Vegetarian,6.1,0.8,5.0,Other
N/A,53.0,Other,179.0,55.0,24.56,Cardio,36.0,80.0,High,Vegetarian,5.6,2.0,2.0,Low
Unknown,59.0,Male,158.0,72.0,18.94,N/A,106.0,,Low,Vegan,8.5,,,Medium
U04462,20.0,Unknown,,74.0,19.61,Yoga,56.0,86.0,Medium,Mixed,5.2,0.6,,Other
Other,50.0,N/A,155.0,90.0,33.32,Invalid,,82.0,High,Invalid,7.9,1.5,5.0,Unknown
N/A,27.0,Male,153.0,,24.14,Cardio,110.0,62.0,,Vegan,5.9,1.0,2.0,High
U02022,46.0,Invalid,156.0,100.0,22.94,Cardio,,96.0,High,Vegetarian,4.7,1.5,4.0,Medium
U00160,30.0,Invalid,157.0,101.0,27.4,Strength,36.0,67.0,Medium,Vegan,6.2,2.9,15.0,Low
,59.0,Unknown,158.0,114.0,30.46,Strength,59.0,85.0,Low,Invalid,7.7,2.1,3.0,
Invalid,58.0,Female,160.0,106.0,21.89,Yoga,117.0,73.0,,Unknown,6.5,1.4,,N/A
U03384,63.0,Other,151.0,52.0,23.48,Cardio,86.0,93.0,Medium,Invalid,6.5,1.0,3.0,High
U01824,41.0,Male,,91.0,26.51,Strength,118.0,77.0,High,N/A,8.5,1.4,2.0,Unknown
Invalid,37.0,Unknown,169.0,56.0,31.47,Other,78.0,99.0,Low,N/A,4.7,,3.0,N/A
U01741,49.0,N/A,178.0,67.0,29.78,Yoga,117.0,,High,Mixed,8.5,2.1,2.0,High
U00809,,Other,174.0,87.0,21.55,N/A,74.0,83.0,Low,Vegan,5.0,1.6,2.0,High
Invalid,23.0,Female,161.0,108.0,24.83,Other,55.0,79.0,Invalid,Vegetarian,8.3,1.5,4.0,Unknown
U03034,39.0,Female,166.0,114.0,34.6,Strength,116.0,84.0,Low,Vegan,6.1,2.3,6.0,High
Invalid,53.0,Female,159.0,108.0,26.23,Yoga,58.0,70.0,Invalid,Unknown,4.4,1.3,4.0,Invalid
N/A,31.0,Male,157.0,59.0,31.61,Other,74.0,64.0,High,Other,5.9,1.3,3.0,N/A
Unknown,59.0,Unknown,173.0,94.0,19.09,Strength,46.0,92.0,Low,,4.3,1.7,6.0,Other
U04449,19.0,Invalid,154.0,75.0,,Cardio,71.0,86.0,Low,Unknown,8.8,0.6,6.0,Medium
Other,42.0,Invalid,155.0,81.0,30.69,N/A,94.0,72.0,Low,Other,5.6,1.7,,N/A
U02704,37.0,Female,165.0,79.0,19.63,Other,102.0,94.0,N/A,N/A,8.3,1.4,4.0,Invalid
U02417,53.0,Female,160.0,84.0,20.04,Unknown,53.0,79.0,High,Invalid,6.1,1.6,3.0,Invalid
N/A,36.0,Invalid,,,23.41,Strength,44.0,88.0,Medium,Mixed,6.4,2.7,5.0,N/A
Unknown,41.0,Male,151.0,78.0,28.26,Other,54.0,96.0,Medium,Other,5.8,2.3,6.0,Low
N/A,22.0,Male,155.0,180.0,33.8,Invalid,24.0,62.0,Medium,Mixed,7.0,1.3,6.0,Unknown
U01794,25.0,Invalid,153.0,93.0,,Strength,113.0,67.0,Medium,Vegan,6.9,2.5,3.0,Low
Other,29.0,,178.0,60.0,31.53,N/A,72.0,,High,Unknown,5.9,2.4,1.0,High
Unknown,37.0,Invalid,177.0,55.0,23.97,Strength,101.0,99.0,High,Mixed,8.2,1.0,6.0,High
Unknown,34.0,Male,163.0,66.0,29.29,Yoga,,98.0,High,,4.2,1.6,6.0,Low
U04507,18.0,Male,159.0,51.0,34.83,Unknown,20.0,95.0,Unknown,Vegetarian,6.8,1.6,5.0,N/A
Unknown,30.0,Male,159.0,72.0,33.09,Yoga,93.0,75.0,Low,Unknown,8.3,1.5,2.0,Unknown
U01517,30.0,Female,162.0,113.0,29.95,Other,83.0,98.0,Other,Vegetarian,8.9,2.0,4.0,Medium
Invalid,44.0,Male,177.0,101.0,27.92,Yoga,109.0,92.0,Low,Vegetarian,6.4,1.0,6.0,High
U00775,61.0,Male,155.0,76.0,32.36,Cardio,55.0,60.0,Medium,Vegetarian,8.4,1.5,6.0,High
U04597,34.0,N/A,173.0,50.0,27.35,Invalid,100.0,78.0,High,Vegetarian,4.1,1.0,,Low
U02955,23.0,Female,150.0,53.0,27.94,N/A,72.0,91.0,Medium,Mixed,6.9,1.8,4.0,High
U02049,31.0,Unknown,162.0,76.0,21.12,Strength,48.0,,Invalid,Vegetarian,6.3,,6.0,Invalid
N/A,34.0,N/A,167.0,108.0,29.86,Cardio,70.0,96.0,N/A,,6.0,1.5,3.0,Unknown
U03735,62.0,Other,156.0,,18.78,Strength,52.0,84.0,Medium,N/A,4.2,2.4,3.0,High
U00305,37.0,Male,150.0,65.0,22.13,N/A,93.0,97.0,Invalid,Vegan,7.2,2.1,,Unknown
U01365,57.0,Female,175.0,109.0,27.77,Yoga,59.0,92.0,High,Vegetarian,5.6,1.6,4.0,Unknown
U03841,46.0,N/A,158.0,73.0,21.83,Strength,,72.0,N/A,Vegan,4.6,2.2,,Medium
Invalid,41.0,Female,170.0,87.0,33.26,Strength,53.0,65.0,Other,Vegan,7.8,0.9,4.0,Medium
U02094,51.0,Female,,94.0,33.48,Other,28.0,85.0,Medium,Vegetarian,7.8,2.2,1.0,Medium
Unknown,36.0,Male,157.0,,22.83,Cardio,106.0,65.0,Other,Vegan,7.6,,2.0,Low
U01292,46.0,Invalid,178.0,83.0,31.8,Invalid,38.0,73.0,Medium,Vegetarian,7.2,1.3,4.0,High
U00491,33.0,Other,171.0,64.0,29.78,Strength,42.0,62.0,Other,Vegan,7.0,2.5,1.0,Low
U03237,45.0,Male,,117.0,34.32,Cardio,118.0,71.0,Medium,Invalid,4.2,2.4,3.0,Unknown
Other,37.0,Male,164.0,56.0,19.06,N/A,57.0,,Medium,Vegan,5.8,1.8,4.0,Medium
U03331,25.0,Other,169.0,95.0,32.65,Strength,54.0,85.0,N/A,Invalid,6.2,,2.0,Medium
U02146,40.0,Unknown,159.0,94.0,27.97,Other,87.0,89.0,Medium,Invalid,8.1,,5.0,Other
U03357,63.0,,168.0,99.0,24.74,Other,102.0,88.0,Low,Vegetarian,5.1,3.0,2.0,Unknown
U03705,32.0,Other,168.0,117.0,27.2,Yoga,102.0,66.0,N/A,Other,8.2,2.9,4.0,High
Other,32.0,Other,154.0,81.0,22.37,Cardio,56.0,82.0,High,Other,7.6,2.1,5.0,High
Invalid,42.0,Female,165.0,86.0,27.66,Strength,97.0,86.0,Low,Other,,0.7,5.0,Other
U04286,47.0,Male,165.0,116.0,19.59,Cardio,82.0,85.0,Low,Other,4.4,2.6,1.0,Unknown
Unknown,38.0,N/A,163.0,97.0,28.07,Yoga,115.0,71.0,Low,Invalid,4.7,0.7,3.0,Unknown
U04195,27.0,Male,168.0,68.0,28.32,Cardio,81.0,86.0,Other,Invalid,5.2,0.9,5.0,Medium
N/A,36.0,Female,150.0,73.0,30.6,Invalid,87.0,73.0,High,Vegan,5.9,2.2,2.0,Low
U00406,23.0,Invalid,152.0,60.0,20.63,,24.0,70.0,Other,N/A,7.9,1.4,5.0,Unknown
Other,41.0,Unknown,162.0,119.0,22.32,Invalid,61.0,94.0,Low,Vegetarian,8.0,1.0,3.0,N/A
U03485,20.0,Male,163.0,76.0,30.42,Yoga,113.0,78.0,Low,Invalid,7.9,3.0,5.0,
U04732,36.0,Other,164.0,93.0,24.37,Cardio,96.0,94.0,Other,Vegan,8.8,2.1,2.0,Unknown
U03542,59.0,Female,151.0,110.0,22.06,Yoga,90.0,64.0,High,Other,4.4,2.3,1.0,Low
Invalid,20.0,N/A,176.0,104.0,33.33,Yoga,88.0,63.0,,Vegan,8.1,2.4,5.0,N/A
,37.0,Male,,74.0,27.03,Other,34.0,70.0,N/A,Mixed,6.7,1.1,1.0,N/A
Unknown,42.0,Male,154.0,54.0,20.34,Strength,84.0,60.0,Unknown,Mixed,5.7,1.8,4.0,Low
Unknown,39.0,Male,153.0,64.0,21.94,N/A,20.0,98.0,N/A,Mixed,7.7,2.3,2.0,High
Unknown,45.0,N/A,152.0,97.0,32.28,Other,53.0,83.0,Low,Vegetarian,8.4,1.0,3.0,High
U03193,32.0,Female,151.0,72.0,25.35,Invalid,118.0,66.0,,Other,6.2,,4.0,Medium
U03268,39.0,Other,157.0,84.0,32.91,Other,86.0,75.0,Invalid,Mixed,7.6,1.0,6.0,Low
Invalid,,Unknown,158.0,95.0,30.25,Unknown,106.0,78.0,N/A,,5.8,1.8,2.0,Low
Invalid,25.0,Male,177.0,88.0,26.85,Yoga,100.0,63.0,N/A,Vegetarian,4.1,1.8,2.0,Unknown
Invalid,62.0,Unknown,178.0,95.0,24.14,Strength,76.0,78.0,N/A,Vegetarian,5.4,,1.0,Unknown
U01671,27.0,N/A,171.0,113.0,,,115.0,71.0,Low,Other,8.9,0.9,3.0,N/A
Other,39.0,Male,165.0,88.0,25.46,Strength,46.0,69.0,High,Vegan,8.7,,5.0,High
U04131,37.0,Other,154.0,114.0,31.37,Cardio,35.0,81.0,N/A,Vegetarian,8.7,2.2,,Unknown
U03593,28.0,Male,168.0,53.0,,,72.0,93.0,High,Invalid,6.6,2.4,1.0,Other
U04857,61.0,Unknown,168.0,82.0,30.61,Yoga,91.0,91.0,N/A,Invalid,8.4,2.0,1.0,Low
N/A,43.0,Male,158.0,103.0,31.01,N/A,37.0,95.0,Medium,Mixed,5.3,0.9,3.0,Other
U03556,26.0,Male,152.0,88.0,,Unknown,106.0,,Medium,Vegetarian,8.7,2.6,1.0,High
U02039,54.0,Male,,83.0,29.73,,107.0,72.0,Other,Vegan,6.5,,,Medium
U01219,36.0,Invalid,157.0,56.0,34.37,N/A,71.0,88.0,Other,Other,7.9,2.5,,High
U04099,54.0,Other,168.0,56.0,24.8,Yoga,57.0,87.0,Medium,Other,,2.5,5.0,N/A
U03537,43.0,Male,174.0,104.0,34.03,Other,42.0,61.0,Low,Mixed,6.3,2.3,5.0,Low
Other,51.0,Unknown,154.0,56.0,26.41,,33.0,98.0,Other,Mixed,5.3,1.5,2.0,High
U04852,49.0,Female,152.0,106.0,25.59,Strength,58.0,,Medium,Invalid,8.3,3.0,5.0,N/A
U04107,23.0,N/A,,110.0,28.34,N/A,70.0,86.0,High,Vegetarian,6.8,0.7,4.0,High
Other,46.0,Male,160.0,96.0,30.15,Yoga,49.0,84.0,High,Vegetarian,6.0,2.6,1.0,Low
